,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
18682,Joyful,0.9348,5339031,- I 'm going to bed .,8421610,"- You are staying here with us tonight .
- I don 't want you out of my sight .
- Where should I sleep ? Why don 't you sleep in your old room with Eli ?
- We 've got a lot of talking to do . But in the morning . I couldn 't take one more surprise tonight .
- Good night . Honey .
- I 'm going to bed ."
18683,Joyful,0.9339,1977597,- I 'm so happy now .,5311381,"- You 're my kid . And I 'm so happy ... I get to know you , Sloan .
- I 'm so happy about that ."
18684,Joyful,0.9335,3409321,- I 'm so happy .,2094611,"- Isn 't this fire refreshing ?
- I 'm so happy ."
18685,Joyful,0.9323,5339031,- I 'm going to bed .,6026317,"- Still awake ?
- I 'm afraid Gigazombie come . There will come from China get here very far away . Tomorrow we will go far . If scared , I just sleep together . Do not want to , I 'm here alone .
- Well , I 'm going to bed ."
18686,Joyful,0.932,7437787,"- They love me after all .
- It is a great day !",4652383,"- Wow . She 's still got a tiny limp on her front right foot , but otherwise is in really good shape .
- Wow . They 're so friendly .
- Oh , such a fantastic day ."
18687,Joyful,0.932,8704880,- I like the meal,5132234,"- I don 't know can how to cook it
- What about you ? Which food do you like ?
- I like it this meal"
18689,Joyful,0.9319,1977597,- I 'm so happy now .,2984318,"- You 're tall and strong you have an open laugh and you say things I 've never heard before .
- I 'm happy now ."
18690,Joyful,0.9304,5920781,"- Do you like her that much ?
- I 'm so happy .",1913808,"- Did you like it ? Yeah , a lot .
- Are you happy ? Very .
- Very happy ."
18691,Joyful,0.9302,5339031,- I 'm going to bed .,2537242,"- ouch , you son of a bitch .
- Damn you ! Go pinch your mother , you son of a bitch .
- I 'll kill that damn bitch ! I 'll kill her ! Let go of me , son of a bitch !
- No , sir . You 'll respect me !
- But you pinched her ass .
- Son of a bitch . cut it out , José . We 'll all go to jail .
- You 'll see with mom . Damn drunk !
- Go to bed or I 'll kill you .
- Go to bed ."
18692,Joyful,0.93,5752926,- What a good time we 're having . Fun .,8507539,"- Isn 't this fun ?
- I 'm having a good time ."
18693,Joyful,0.9299,5339031,- I 'm going to bed .,3381749,"- He 's not coming back . He 's playing . He can 't hide for too long , dick hanging out and all .
- I 'm going to bed ."
18694,Joyful,0.9296,3383579,- I 'm having so much fun .,4146551,"- Welcome back , Chihiro .
- Did you have fun ?
- Yes , it was a lot of fun ."
18695,Joyful,0.9293,5339031,- I 'm going to bed .,3044898,"- I said let 's go to bed .
- What ? Let 's go to bed ."
18696,Joyful,0.929,5920781,"- Do you like her that much ?
- I 'm so happy .",2758847,"- It was a splendid wedding . You married such a beautiful woman .
- I was so happy ."
18698,Joyful,0.929,5339031,- I 'm going to bed .,8528421,"- My baby girl .
- Do you want to sleep ?
- Let 's go to bed ."
18699,Joyful,0.9285,5339031,- I 'm going to bed .,26558,"- Everything 's OK with mum , Go to bed . Go to bed , go .
- Go to bed ."
18700,Joyful,0.9283,5607051,- I 'm so happy .,8187486,"- Hey ? Why 're you laughing ?
- I 'm really happy ."
18701,Joyful,0.9282,3383579,- I 'm having so much fun .,3085154,"- You seem to be enjoying each other 's company .
- Yes , I 'm really having fun ."
18702,Joyful,0.9281,1069695,- WE WERE SO HAPPY .,3732650,"- Your coming lights up my home Blessed is my home , I adore you
- Oh , we 're all so happy"
18704,Joyful,0.9279,2930215,"- Elder Brother !
- I am home .",5301072,"- You are home .
- I am home ."
18705,Joyful,0.9279,2607636,- I 'm so happy .,222792,"- What are you doing here , Tom ?
- I was just hanging out with the boys .
- Are you drunk ? No . What ?
- You know , you and I ... We would never have ... We were kids .
- Look , I never left . I haven 't gotten anywhere .
- What ? That 's fine . I 'm not doing what I planned .
- But you know what ? I 'm happy .
- Great . You 're happy ."
18706,Joyful,0.9275,1649088,- It 's going great !,6516336,"- Don 't go out . No , dear . Stay home and watch TV . Yeah .
- Okay . I 'll call you when I get there .
- I hope it goes well .
- It 's going to go great ."
18707,Joyful,0.9274,5920781,"- Do you like her that much ?
- I 'm so happy .",221104,"- You should be proud , Your girlfriend did a good job . That 's all I had left .
- Be very happy ."
18708,Joyful,0.9273,4640609,- I 'm so happy .,4449516,"- How is Alex doing ?
- Yes , he 's a little better now .
- That 's good !
- Uh , Uchino-san , do you happen to like reptiles ?
- Yes , I love them !
- Then , you and I are the same . If you don 't mind , can you and I become friends ?
- Just a friend ? If it 's possible I want to be your girlfriend !
- I see what you mean ... I have no problem with it .
- I 'm so happy !"
18709,Joyful,0.9273,1069695,- WE WERE SO HAPPY .,1928179,"- You 're happy there ...
- Me too ... we 're both very happy ."
18710,Joyful,0.9272,1649088,- It 's going great !,8359303,"- I feel like it 's my first time . SAM : It is , isn 't it ?
- You are going to be great .
- It 's going to be great ."
18711,Joyful,0.9271,5339031,- I 'm going to bed .,483574,"- The postmortem is over . It 's late , go to bed . You have school tomorrow . Go to bed .
- Go to bed !"
18712,Joyful,0.9269,2112375,- We were so happy .,3444316,"- It 's not going to work out . We can never be happy .
- Sorry . If you think we cannot stay happy together then I will go back . But I can 't see a reason why we can 't be happy .
- We are happy with this marriage .
- I am happy ! You are happy !
- Believe me , we both are very happy ."
18713,Joyful,0.9267,4874970,"- I thought the coils were closer to me .
- Oh , well ... It was a good one nonetheless .
- I 'm so happy !",8318672,"- Goodbye . Raymond . Robert !
- What is wrong with you ? !
- Oh . Robbie . Sit down . We 're having such fun with your single friend here .
- I 'd love to . Ma . but I must have left my pager somewhere . and if the captain tries to get ahold of me . I could be in trouble .
- So. uh . I 'm sorry . Angela . but we have to go .
- Oh . Um. sure . Of course . We were just getting to know each other .
- Yeah . Robert. please stay .
- I 'm sorry . Deb . Really. thanks very much . Everything was great that you did . You guys. this was great . Thank you so much .
- Oh. sure . My pleasure .
- Thanks . Ray .
- Yeah. it was nice .
- Very nice to meet you .
- Yeah . It was really good ."
18714,Joyful,0.9267,1069695,- WE WERE SO HAPPY .,7162073,"- Those kids sure will be happy !
- I 'm also very happy ."
18715,Joyful,0.9264,3383579,- I 'm having so much fun .,5864737,"- Did you have fun ?
- I had fun . Too much fun ."
18716,Joyful,0.9264,2607636,- I 'm so happy .,6188880,"- Has this place changed much ?
- Not so much . We all missed you .
- I 'm so happy you 're back .
- Really happy .
- Thank you for returning .
- I 'm happy too ."
18717,Joyful,0.9263,2988800,- I 'm going to take a bath .,4067214,"- I can 't stand it .
- Go on and take a bath now !
- I 'll take a bath ."
18718,Joyful,0.9258,4874970,"- I thought the coils were closer to me .
- Oh , well ... It was a good one nonetheless .
- I 'm so happy !",3608602,"- That note is .. There 's something on the paper Maybe there 's a clue Let me analyze it We are back
- Good .. I 'm so impressed
- Great .. It 's so wonderful"
18719,Joyful,0.9256,1977597,- I 'm so happy now .,5990756,"- I-I just ... I guess we got a little used to being apart , and so ... feels a little different being together .
- Are you happy I 'm back ?
- Of course I am . I 'm really , really happy . I am !"
18720,Joyful,0.9238,4874970,"- I thought the coils were closer to me .
- Oh , well ... It was a good one nonetheless .
- I 'm so happy !",4258683,"- That 's a ... I think that was a good one .
- I liked it . That was good ."
18721,Joyful,0.9238,5339031,- I 'm going to bed .,6667167,"- Perhaps they 're tribal Aborigines . Don says there aren 't any tribal people in the city . Maybe he 's wrong . Darling , he works with these people .
- Well , I 'm going to bed ."
18722,Joyful,0.9232,4375062,"- Why should I be crying ?
- I 'm so happy .",2473037,"- Why are you crying ?
- Because I 'm happy ."
18723,Joyful,0.9231,4012748,- You know I am really happy right now .,3878529,"- And I 'm glad you made me wait . If not we wouldn 't be here .
- I feel really happy ."
18724,Joyful,0.9226,5339031,- I 'm going to bed .,4623578,"- Completely mad , just as you 've always been . I 'm selling the apartment and going South . You can go wherever you want .
- There 's already a buyer !
- Go to sleep .
- I said go to bed ."
18725,Joyful,0.9224,897467,"- I am coming for you , Holly , my princess ! Desert Fox , Klaus , White Death . Search und destroy .
- What about the other two ? The Russians will get them .
- It 's true . Hitler can hold his breath for a really long time .
- Is Hitler behind this box ?
- Look out , Pierre . I 'm getting major Nazi readings from that guy . He 's a priest . The machine must be picking up holiness , not Naziness .
- Merry Christmas , Father !
- The Christmas is merry !",7768609,"- Traffic on Christmas Eve is gonna be murder .
- Merry Christmas ! I really love you guys the most .
- Hey , Beth Ann . Merry Christmas ."
18726,Joyful,0.9222,3383579,- I 'm having so much fun .,2278743,"- That 's incredible ! What ?
- I had so much fun ."
18727,Joyful,0.9213,1977597,- I 'm so happy now .,6692094,"- Master , he 's a great fighter . Of course !
- Don 't forget we learnt kung fu together .
- Brother . You 're very naughty . Now they 're happy !
- I 'm very happy now ."
18728,Joyful,0.9213,4874970,"- I thought the coils were closer to me .
- Oh , well ... It was a good one nonetheless .
- I 'm so happy !",4263463,"- His nutcase !
- Sensitive , the sensitive type , is how I rate . Is finishing his studies in Ushiba , and probably work the store # 39 ; s uncle in the street 43 .
- A good deal .
- Uncle it is very good . Very well . And we always Seth Goldstein .
- I know he has a excellent job .
- It is very ambitious , working with computers . His mother told me he plans to open their own business next year . But it also means that not be much at home . What is good , if he win the enough to have employees . And if not so horrible . Make a date with Elliot Rebenowitz and the boy Goldstein . Only two to begin .
- You should be open , not the judge by his appearance .
- Stay alert and watch if there is chemistry .
- Here it appears any sign means ?
- You are beautiful , intelligent and will a lucky man very happy .
- Very happy ."
18729,Joyful,0.9212,5752926,- What a good time we 're having . Fun .,5232416,"- This is me right here . It 's a cool place . Thank you . Got the whole thing to yourself or do you have roommates ?
- It 's just me .
- That 's pretty nice . I had a really good time . Me too .
- Yeah , it was fun ."
18730,Joyful,0.921,4012748,- You know I am really happy right now .,4061643,"- There great ! That 's great ! That 's great ! You felt so good listening to it , so .. So happy . Yes .
- So much happiness ."
18731,Joyful,0.9206,5920781,"- Do you like her that much ?
- I 'm so happy .",7444730,"- Do you like them ?
- They 're wonderful . Just wonderful . I 'm glad ."
18732,Joyful,0.9205,3383579,- I 'm having so much fun .,5437582,"- I had so much fun . It 's been a good ... it 's been a great day .
- I enjoyed too ."
18733,Joyful,0.9205,3383579,- I 'm having so much fun .,7447943,"- Did you have fun ?
- Yes , I had fun"
18734,Joyful,0.9203,5339031,- I 'm going to bed .,7564363,"- She 's at peace now . Call him Hareton , as she wished .
- I 'm going to bed ."
19282,Lonely,0.9954,5829912,- we 're all alone .,603057,"- We are alone .
- We are all alone ."
19283,Lonely,0.9932,7666542,- Leave me alone ...,4987018,"- LEAVE ME ALONE .
- LEAVE ME ALONE !"
19284,Lonely,0.9837,7666542,- Leave me alone ...,1132230,"- No ! Leave me alone !
- Leave me alone !"
19285,Lonely,0.9796,6730445,- No one is here .,6021540,"- No one here ?
- No one 's here ."
19286,Lonely,0.9775,7666542,- Leave me alone ...,8012489,"- You 've go the whole collection now at last .
- Leave me alone !
- Just leave me alone !"
19287,Lonely,0.9703,7666542,- Leave me alone ...,3016965,"- GO AWAY ! LEAVE ME IN PEACE !
- LEAVE ME ALONE !"
19288,Lonely,0.9701,7666542,- Leave me alone ...,7487288,"- Listen leave me alone .
- Leave me alone damn it !"
19289,Lonely,0.9677,2282022,- There 's no one here !,2970149,"- They 're not here .
- There 's no one here !"
19290,Lonely,0.9618,4336105,"- You see , there 's no one !",7462610,"- No . What could I offer you ?
- I have no job . In the end , you have to leave anyhow . You are not free . I 'm free to do anything I please !
- You are going home to be married . I 'm not going to be married . I 'm not even engaged . I only told Burgoyne that as a excuse for leaving the agency .
- There is no one ?
- There 's no one ."
19291,Lonely,0.9614,7666542,- Leave me alone ...,5166962,"- Get up ! Stay away ! Let go of me Don 't touch me . Let go
- Leave me alone"
19292,Lonely,0.9614,2338432,- I 'm lonely .,1884280,"- Lonely .
- I am so lonely ."
19293,Lonely,0.9606,7666542,- Leave me alone ...,1089021,"- We see at the pier at six ?
- okay then .
- leave me alone ! okay then .
- leave me alone !"
19294,Lonely,0.9589,2338432,- I 'm lonely .,486522,"- Lonely .
- I 'm lonely too ."
19296,Lonely,0.958,7666542,- Leave me alone ...,7829250,"- LEAVE ME !
- JUST LEAVE ME ALONE ."
19297,Lonely,0.9574,5829912,- we 're all alone .,8386785,"- I don 't want presents today .
- We 'll hide it , then .
- I 'm all alone now .
- All alone ."
19298,Lonely,0.957,5829912,- we 're all alone .,7385537,"- You 're all I have .
- I 'm all alone ."
19299,Lonely,0.956,7666542,- Leave me alone ...,7605242,"- Take it easy , I told you she 's gonna be fine .
- Leave me alone !"
19300,Lonely,0.9558,5040153,"- Will you stay with me ?
- I don 't wanna be alone .",2733902,"- Call me when you wake up , I 'll come get you .
- Would you stay with me tonight ?
- I don 't want to be alone ."
19301,Lonely,0.9547,7577672,"- Are you uncle Pietro ?
- I 've got no children , Iet alone nieces and nephews !",3241933,"- Are you Uncle Pietro ?
- I 've got no children , let alone nieces and nephews !"
19302,Lonely,0.954,7666542,- Leave me alone ...,7219514,"- Leave me alone , please .
- Leave me alone . Please ."
19303,Lonely,0.9539,4841764,"- It 's empty !
- No one is there .",125108,"- They 're long gone .
- There 's nothing here .
- There 's never nothing ."
19304,Lonely,0.9524,7666542,- Leave me alone ...,3966183,"- Leave me alone , please .
- Just leave me alone .
- I said , leave me alone , for fuck 's sake !"
19305,Lonely,0.9521,6349143,"- No one here , either .",6847875,"- There 's no one here !
- They couldn 't bury them in the sand .
- No one here either ."
19306,Lonely,0.9519,7666542,- Leave me alone ...,4278366,"- I told you no !
- Leave me alone ."
19307,Lonely,0.9512,7666542,- Leave me alone ...,2563401,"- NOW , YOU LEAVE ME ALONE . DO YOU HEAR UP THERE ?
- YOU LEAVE ME ALONE !"
19308,Lonely,0.95,2416113,- Now we 're alone ...,4951295,"- You wanna go somewhere we can be alone ?
- We are alone ."
19309,Lonely,0.9498,2338432,- I 'm lonely .,5791553,"- You 're not here .
- I 'm lonely ."
19310,Lonely,0.9494,8679868,"- Get out ! What ?
- I need to be alone .",7994164,"- Will you get off ? Here ?
- I want be alone"
19311,Lonely,0.9489,7666542,- Leave me alone ...,4455078,"- Please , leave me alone .
- Please , leave me alone !"
19312,Lonely,0.9484,2416113,- Now we 're alone ...,8510257,"- I 'm alone again .
- Alone again ."
19313,Lonely,0.9482,7666542,- Leave me alone ...,7485289,"- Leave my chador alone .
- Leave me alone ."
19314,Lonely,0.9482,7666542,- Leave me alone ...,3764743,"- Why didn 't I think of that before ? Is that you ?
- Olympic Boss a Lesbian .
- What kind of stupid story is that ?
- Did you really think we 'd go to print with trash like that ?
- What were you thinking ? Lt would sell . Lf we hadn 't written it , someone else would have And if it is as Bengtzon thinks , that the bomb was personal , then the fact that Furhage had an affair with a militant lesbian isn 't even gossip but a lead in the murder investigation . Bengtzon wouldn 't write about it . I trust Annika Bengtzon !
- How can you ? The bomb at Satra Hall she got it all wrong The entire world media is here , do you think they 're worried about ethics ?
- Either Bengtzon is out as crime desk editor or I resign from this damn paper !
- Is that a fact ? I think Nils means that ...
- Shut up , will you , Spike ?
- Leave us alone for a moment .
- Leave us alone ."
19315,Lonely,0.948,2282022,- There 's no one here !,7701334,"- A vacation from my problems There 's nobody here . Nothing to fear .
- There 's nobody here .
- I 'm completely alone I 'm all by myself .
- There 's nobody here !"
19316,Lonely,0.9476,2282022,- There 's no one here !,5203472,"- Don 't open it .
- I 'm not going to .
- Huh . There 's no one here ."
19317,Lonely,0.9476,8679868,"- Get out ! What ?
- I need to be alone .",5523084,"- Can you all leave ? What ?
- Please , I need to be alone ."
19318,Lonely,0.9464,7666542,- Leave me alone ...,6946158,"- I am alright . Please , leave me alone .
- Please , leave me alone !"
19319,Lonely,0.9462,6735139,- Nobody 's here .,3994164,"- Aww , they left . It sure got quiet all of a sudden , huh ?
- Nobody 's here ."
19320,Lonely,0.9461,7666542,- Leave me alone ...,2953547,"- Just where were you going , may I ask ?
- I want the truth . Back to the Wooly Bear if you must know .
- Well , you 're not . Not tonight . Not ever . I tried to love you . Maybe I didn 't find the right way . But it 's still my job to see that you grow up properly .
- Whether you like it or not !
- Don 't try anymore . Let me go somewhere , anywhere , away from here . Please . Someday you can go anywhere you like .
- But right now you 're going to bed !
- No . Don 't . Why can 't you leave me alone ?
- Just leave me alone !"
19321,Lonely,0.9459,4202122,"- And you . What sorts of friends are these ?
- Friends with smokes Go , leave",4161283,"- And you , what sorts of friends are these ?
- Friends with cigarettes . Go , leave ."
19322,Lonely,0.9459,7476422,- Absent friends .,4255191,"- Thank you . To Australia and great adventures . And happy anniversary , Dad and Verity . Absent friends .
- Absent friends ."
19323,Lonely,0.9446,7666542,- Leave me alone ...,7460194,"- Leave me alone
- Leaving you alone ?"
19324,Lonely,0.9444,8673154,- There 's no one here !,5543686,"- There 's no one around .
- Right , there 's no one around ."
19325,Lonely,0.9433,7666542,- Leave me alone ...,7751932,"- What ? Come on . Go away ! Get away from me !
- Just leave us alone ."
19326,Lonely,0.9419,7666542,- Leave me alone ...,6700131,"- Stef ? Stef ? Okay . Hey , Lisa , don 't talk to me now . I want to be left alone . You were good .
- Just leave me alone !"
19327,Lonely,0.9416,2416113,- Now we 're alone ...,5854680,"- Hey , is that your father out in the yard ?
- I thought we were alone .
- We are alone ."
19328,Lonely,0.9415,7666542,- Leave me alone ...,1678388,"- All right , no pot for a while .
- Oh , Walden . It wasn 't the pot .
- Will you please just get out of my head ?
- Yelling 's not gonna solve your problems , Walden .
- Oh ... Damn it . Women leaving , that 's your problem .
- Not right now , it isn 't . It was my fault , really .
- Oh , great . I was the first to abandon him .
- Oh , you didn 't abandon him . You had a career .
- Ha . Tell him that . Would just ... Just all of you just leave me alone ! Go away , I tell you ! Go away !
- No way I 'm signing a prenup .
- Begone ! Just get out of my head !
- Just leave me alone !"
19329,Lonely,0.9412,7666542,- Leave me alone ...,6105599,"- Yes mother ?
- There 's nothing , nothing , nothing mother .
- Leave me alone mother .
- Leave me alone ."
19330,Lonely,0.9409,6730445,- No one is here .,335250,"- The clinic is now closed . No one leaves , you understand ?
- No one ."
19331,Lonely,0.9406,6349143,"- No one here , either .",497279,"- No one can touch me .
- No one !"
19332,Lonely,0.9393,7666542,- Leave me alone ...,1480032,"- Take this . It 'll change nothing . Take it . I will get the rest .
- Leave me alone , OK ? Leave me alone ."
19333,Lonely,0.9391,7666542,- Leave me alone ...,6886643,"- Are you crazy no you know he 's right All I know is that I was wrong Bernard 's not for me Only because we want you to have a comfortable life
- Leave me alone"
19334,Lonely,0.9385,7666542,- Leave me alone ...,6347359,"- Come on , it 's nice here . Leave me alone , I 'm hot . I want to go to the sea .
- Oh , just leave me alone ."
19335,Lonely,0.9382,7666542,- Leave me alone ...,1722067,"- Do you need anything else , madam ?
- No , I don 't need anything
- You may go You may go But it can 't be pleasant to look out into the rainy weather for an ill woman If it were the sun ... The sun ... I 've seen so much of the sun in my life Go now
- Leave me alone"
19336,Lonely,0.9381,7666542,- Leave me alone ...,8716568,"- She left .
- Mercedes left . I looked for her everywhere . I ' ll find her .
- Leave me alone ..."
19337,Lonely,0.938,6730445,- No one is here .,7288477,"- Don 't go in there ! Alfred ! Alfred !
- No one 's here ."
19338,Lonely,0.938,7666542,- Leave me alone ...,5495258,"- You can 't drink this What are you doing ?
- Leave me alone Give it to me You 're crazy
- Leave me alone"
19339,Lonely,0.9378,7666542,- Leave me alone ...,5548147,"- Just leave her alone .
- Leave her alone ?"
19340,Lonely,0.9375,7666542,- Leave me alone ...,7389098,"- Darling ? Your husband is with her right now . Stop it . He 'll tell you he was rehearsing his show .
- Please , please don 't call anymore . But he 's with her .
- Would you please leave me alone ?
- Please leave me alone ."
19341,Lonely,0.9374,7666542,- Leave me alone ...,1880492,"- Leave me ! Please !
- Leave me alone !"
19342,Lonely,0.9373,5785548,"- Why even you don 't want me ?
- I 'm all alone .",3825268,"- This is not the Magna Carta , just put an X ! Come on , Askey ! What 's going on , Phyllis ?
- Trying to sign him into the funny farm . Just sign . Come on !
- Chris , where 's the guv ?
- You don 't understand , I 've been seeing things . Get off me !
- No one believes me . But it 's true . I see things . I have visions . Just calm down . It 's horrible . 'Cause I know the truth and no one else does .
- Just chill out , okay ? World isn 't what they think .
- How do you think that makes me feel ?
- So alone .
- I 'm so alone !"
19343,Lonely,0.9372,7666542,- Leave me alone ...,6763883,"- I 've got some business that will interest him I can 't help Tell me , or I 'll call the police What can I do about it ?
- Leave me alone"
19344,Lonely,0.9372,7666542,- Leave me alone ...,5178149,"- Forget that Spanish girl , she 'll cast a spell on you !
- Leave me alone ."
19345,Lonely,0.9363,7666542,- Leave me alone ...,5377272,"- Leave that woman alone !
- Leave her alone !"
19346,Lonely,0.9355,7666542,- Leave me alone ...,3133174,"- Stay away from me .
- Hey , stay away from me . This isn 't my fault . Fire wasn 't any of my fault . None of my doing .
- l- Don 't come near me .
- I don 't wanna hurt you . I just wanna get out of here .
- Why don 't you put that thing down and come with me ?
- You can 't make it out of here by yourself , not in your condition .
- I 'm trying to help you out of here .
- No . You wanna kill me .
- Just stay where you are ! Just stay there .
- Everybody wanted to kill me .
- Everybody 's always pushing me around !
- They 're not gonna push me anymore . The only thing that people respect in this world is strength . When I 've got something like this in my hand I 'm as strong as anybody ! Now , get out and leave me- - Leave me alone !
- Leave me Leave me alone !
- Leave me alone ! Look !"
19347,Lonely,0.9354,7666542,- Leave me alone ...,2879786,"- You 've come back !
- Father , this morning you must leave me alone .
- Then I 'll leave you alone ! You bloody pig ! Please , forgive me !
- Leave me alone !"
19348,Lonely,0.9353,7129403,- I can 't be left alone !,7742422,"- Come with me , I can 't be alone Horrific Come ! Where to ?
- I can 't be left alone"
19349,Lonely,0.935,8673154,- There 's no one here !,6374231,"- All right . No one 's looking , right ?
- There 's no one around ."
19350,Lonely,0.9349,7666542,- Leave me alone ...,4401697,"- She 's over there ! Go on !
- Come back here . No ! Leave me alone !
- Leave me alone !"
19351,Lonely,0.9345,6735139,- Nobody 's here .,5868611,"- Oh , good . He died on his birthday .
- Yes , I told your father - Ssh !
- Near water . A river ... No , a lake . A big lake . It was a beautiful sunny day . He was on his own when he died .
- You weren 't there .
- Nobody was there ."
19352,Lonely,0.9344,7666542,- Leave me alone ...,2092065,"- Look what I 've found Leave her alone , leave her alone
- Leave her alone"
19353,Lonely,0.9343,7666542,- Leave me alone ...,8004102,"- Go home , Maxi .
- Leave me alone ."
19354,Lonely,0.9339,2327113,"- Now leave !
- I want to be alone .",1538825,"- All right . Now let her go .
- No . You said you wanted to be alone .
- So be alone !"
19355,Lonely,0.9334,7666542,- Leave me alone ...,370605,"- No ! Let me ! Take it easy .
- Let me alone ."
19356,Lonely,0.9331,7666542,- Leave me alone ...,8252114,"- Why Do You Have To Act Like This ?
- Me ? If I Shot A Flash Off In His Eyes , You Would Ground Me For A Month .
- Yeah , Because You Know Better . So Does He .
- Mom , You Let Him Get Away With Everything . Eddie Was Only Trying To Get Your Attention . He Feels Left Out When You 're Here With Your Friends . So Whatever He Does Is Just Perfectly Fine , But I Can 't Do Anything Right ? Is That What I Just Said ?
- You Don 't Have To Say It . It 's Totally All Over Your Face .
- Tru .
- Forget It .
- Leave Me Alone ."
19357,Lonely,0.933,6730445,- No one is here .,1947930,"- Here I come . The sun hasn 't set yet .
- There 's nobody here .
- There 's nobody here ?"
19358,Lonely,0.9327,5829912,- we 're all alone .,5186820,"- Other family or relatives !
- There are none .
- I was alone ."
19359,Lonely,0.9327,7666542,- Leave me alone ...,1842259,"- I want a normal life Stay with me .
- Leave me alone ..."
19360,Lonely,0.9325,6349143,"- No one here , either .",5354905,"- Don 't bother , nobody will answer Sherlock Holmes .
- Well ? No one here ."
19361,Lonely,0.932,7666542,- Leave me alone ...,2651026,"- Stop it , stop it .
- Stop . It just opens like this . Just leave me alone .
- Just leave me alone ."
19362,Lonely,0.9318,7666542,- Leave me alone ...,1922882,"- What 's it going to be ?
- Just leave me alone .
- Wha ... what the ... Just leave me alone !"
19363,Lonely,0.9316,1026131,- I just get lonely sometimes .,3923604,"- I 've been thinking , i 'm so lucky . To be able to live with my darling Naomi .
- I don 't want to die quite yet . I sometimes cry , "" If only Grandpa were alive .
- Why did you have to die ?
- I 'm lonely sometimes ."
19364,Lonely,0.9314,7666542,- Leave me alone ...,8807619,"- It 's for luck .
- Leave me alone . Please ... I guess you don 't need luck .
- Such a pretty face . Please , leave me alone .
- OK . Calm down . Relax .
- So what about me and you ?
- Leave me alone !"
19365,Lonely,0.9314,7280093,"- How could you leave me like that ?
- I 'm all alone again .",8358457,"- Tell me ... What happens to me if I wish everyone gone ?
- You 'd be alone ."
19366,Lonely,0.9313,5829912,- we 're all alone .,7865830,"- I want to be alone .
- All alone ."
19367,Lonely,0.931,5829912,- we 're all alone .,752465,"- Finally . It 's just the two of us .
- All alone ."
19368,Lonely,0.931,5040153,"- Will you stay with me ?
- I don 't wanna be alone .",89824,"- Hide the computer .
- Mum 's back with the detective .
- That 's Ligier 's accomplice !
- Sure ? Yes . You hide in the cellar . Quick !
- Whatever happens , don 't come out .
- Mum ! Seb has run away ! I was about to call the police .
- What ? I was distracted by a power cut . I didn 't think he 'd run away .
- Where did he go ? I don 't know !
- Who are you anyway ? The detective . You 'll help us find him . I don 't run after kids . I need to call my assistant . We should call the police , or they 'll think it was us and they 'll definitely take him away .
- The judge , who took the decision alone , considered there to be no risk in granting parental custody . Now the suspected killer is once again at large . This legal oversight raises many questions ... Malia , if you hear from him ... Why would I ? If you do , you tell me , OK ?
- Aiding a criminal is an offence . This breaks the trust between client and lawyer , so I can no longer defend this child . We can ask ourselves if the authorities did their job . Giving Sebastien back to his mother after he killed his father was like an Oedipus complex ... Why are you watching this trash ?
- We suggest making children legally responsible at 12 years old . And we are considering making it possible to arrest children ... I was interested in that .
- Where are you going ? I think I 'll go out for a bit .
- No , stay with me . Please .
- I don 't want to be alone . OK ."
19369,Lonely,0.9309,2282022,- There 's no one here !,6863614,"- No one 's looking , right ?
- There 's no one around ."
19370,Lonely,0.9308,4841764,"- It 's empty !
- No one is there .",6351643,"- Where are all of them ? They left long back .
- There is nobody here .
- There 's nobody ?"
19371,Lonely,0.9307,4423391,"- Why do you follow me ?
- I want to be alone .",3986293,"- Guillaume ... We 've been looking all over for you .
- Why are you on your own again ?
- I wanted to be alone ."
19372,Lonely,0.9306,967239,"- What the hell are you doin ' here ?
- I got no place else to go .",2668009,"- I couldn 't go home . I couldn 't go there with everybody asking ' me questions and all .
- So you come here ?
- I got no place else to go ."
19373,Lonely,0.9303,2327113,"- Now leave !
- I want to be alone .",7019857,"- Teppei !
- What shall we do tonight ? Shall we dance all night at a bar , or go for something classical instead ?
- Let 's go our separate ways tonight .
- I want to be alone ."
19374,Lonely,0.9279,7666542,- Leave me alone ...,1081928,"- Leave us alone !
- Come on , little girl . Calm down . That 's enough .
- Leave us alone !"
19375,Lonely,0.9279,2327113,"- Now leave !
- I want to be alone .",5592354,"- Can you two leave ?
- I 'd like to be alone ."
19376,Lonely,0.9278,8764584,"- How could you leave me like that ?
- I 'm all alone again .",8610601,"- He 's gone . Did you want to be alone ?
- I am alone ."
19377,Lonely,0.9272,6735139,- Nobody 's here .,5270749,"- Tiles are removed , the door is locked from inside . But nobody is inside .
- Nobody is here !"
19378,Lonely,0.9256,4336105,"- You see , there 's no one !",7483359,"- God ... I swear on all the saints ... on the mother I never knew ... and the father I never had ... if I get the role of Giselle ... I 'll never go to bed with a man again .
- With no one ."
19379,Lonely,0.9254,5829912,- we 're all alone .,1411673,"- When things go bad ... we say we did all we could ... and then there 's nothing more to say .
- You 're alone ."
19380,Lonely,0.9251,7666542,- Leave me alone ...,6637655,"- GO AWAY , MOBLEY . LEAVE ME ALONE .
- PLEASE , LEAVE ME ALONE ."
19381,Lonely,0.9249,8679868,"- Get out ! What ?
- I need to be alone .",5658248,"- You sure you 're okay ? That bastard gets to walk free after everything that he did !
- I didn 't mean to upset you .
- It 's okay . Just ... Could you leave ?
- I need to be alone . Just ..."
